PassengerClass,Sex,Survived,Age Group,Relative,Fare,No of Siblings or Spouses on Board,No of Parents or Children on Board,Port of Embarkation,Age,Passenger Fare
Third,Female,Yes,Youth,None,Cheap,0,0,Southampton,23,7.8542
Third,Male,Yes,Adult,None,Cheap,0,0,Southampton,32,7.5792
Third,Male,No,Youth,None,Cheap,0,0,Southampton,24,7.8958
Third,Male,No,Adult,None,Cheap,0,0,Southampton,32,7.55
Third,Female,Yes,Youth,None,Cheap,0,0,Queenstown,25,7.75
Third,Male,Yes,Youth,None,Cheap,0,0,Southampton,24,7.1417
Third,Male,No,Youth,None,Cheap,0,0,Southampton,22,7.125
Third,Female,No,Youth,None,Cheap,0,0,Queenstown,24,7.8792
Third,Male,No,Youth,None,Cheap,0,0,Queenstown,26,7.75
Third,Male,No,Youth,None,Cheap,0,0,Southampton,26,8.05
Third,Male,No,Youth,None,Cheap,0,0,Southampton,29,7.925
Third,Male,Yes,Adult,None,Cheap,0,0,Cherbourg,34,7.2292
Third,Female,No,Adult,None,Cheap,0,0,Queenstown,30.5,7.75
Third,Female,Yes,Youth,None,Cheap,0,0,Queenstown,26,7.7375
Third,Male,No,Youth,None,Cheap,0,0,Cherbourg,26,7.2292
Third,Male,No,Adult,None,Cheap,0,0,Cherbourg,35,7.8958
Third,Male,No,Adult,None,Cheap,0,0,Southampton,33,7.8958
Third,Female,Yes,Youth,None,Cheap,0,0,Cherbourg,27,7.225
Third,Male,No,Youth,None,Cheap,0,0,Cherbourg,25,7.8958
Third,Female,Yes,Youth,None,Cheap,0,0,Queenstown,25,7.75
Third,Male,Yes,Adult,None,Cheap,0,0,Queenstown,38,7.75
Third,Female,Yes,Youth,Few,Cheap,2,0,Queenstown,25,23.25
Third,Female,Yes,Youth,Few,Cheap,2,0,Queenstown,24,23.25
Third,Male,Yes,Adult,Few,Cheap,2,0,Queenstown,30,23.25
Third,Female,Yes,Youth,None,Cheap,0,0,Queenstown,25,7.7875
Third,Male,No,Youth,None,Cheap,0,0,Queenstown,24,15.5
Third,Female,Yes,Teen,None,Cheap,0,0,Queenstown,18,7.8792
Third,Female,Yes,Teen,None,Cheap,0,0,Queenstown,15,8.0292
Third,Female,No,Adult,None,Cheap,0,0,Queenstown,35,7.75
Third,Male,No,Youth,None,Cheap,0,0,Queenstown,24,7.75
Third,Male,No,Youth,Few,Cheap,1,0,Southampton,24,16.1
Third,Female,No,Youth,Few,Cheap,1,0,Southampton,19,16.1
Third,Female,No,Youth,None,Cheap,0,0,Queenstown,25,7.75
Third,Female,No,Youth,None,Cheap,0,0,Southampton,24,8.05
Third,Female,No,Youth,None,Cheap,0,0,Southampton,27,8.05
Third,Male,No,Adult,None,Cheap,0,0,Southampton,55.5,8.05
Third,Male,No,Youth,None,Cheap,0,0,Queenstown,25,7.75
Third,Male,Yes,Youth,None,Cheap,0,0,Southampton,21,7.775
Third,Male,No,Youth,None,Cheap,0,0,Southampton,23,8.05
Third,Male,No,Youth,None,Cheap,0,0,Southampton,24,7.8958
Third,Male,No,Youth,None,Cheap,0,0,Southampton,21,7.8958
Third,Male,No,Youth,None,Cheap,0,0,Southampton,28,7.8958
Third,Male,No,Youth,None,Cheap,0,0,Southampton,25,7.8958
Third,Female,Yes,Youth,None,Cheap,0,0,Queenstown,25,7.8792
Third,Male,No,Youth,None,Cheap,0,0,Southampton,25,7.65
Third,Male,Yes,Child,Few,Cheap,0,1,Southampton,6,12.475
Third,Female,Yes,Youth,Few,Cheap,0,1,Southampton,27,12.475
Third,Male,No,Youth,None,Cheap,0,0,Southampton,25,8.05
Third,Female,Yes,Youth,Few,Cheap,1,0,Queenstown,23,24.15
Third,Male,No,Youth,Few,Cheap,1,0,Queenstown,25,24.15
Third,Male,No,Youth,None,Cheap,0,0,Queenstown,22,8.4583
Third,Male,No,Adult,None,Cheap,0,0,Southampton,34,8.05
Third,Male,No,Youth,None,Cheap,0,0,Queenstown,25,7.75
Third,Male,Yes,Youth,None,Cheap,0,0,Southampton,27,7.775
Third,Male,Yes,Child,Few,Cheap,1,1,Cherbourg,8,15.2458
Third,Male,Yes,Child,Few,Cheap,1,1,Cherbourg,9,15.2458
Third,Female,Yes,Youth,Few,Cheap,0,2,Cherbourg,28,15.2458
Third,Female,Yes,Youth,None,Cheap,0,0,Cherbourg,22,7.2292
Third,Male,No,Youth,None,Cheap,0,0,Southampton,25,8.05
Third,Female,Yes,Youth,None,Cheap,0,0,Queenstown,25,7.7333
Third,Female,Yes,Youth,None,Cheap,0,0,Queenstown,24,7.75
Third,Male,No,Youth,None,Cheap,0,0,Southampton,25,8.05
Third,Female,Yes,Youth,Few,Cheap,1,0,Queenstown,24,15.5
Third,Female,Yes,Youth,Few,Cheap,1,0,Queenstown,27,15.5
Third,Female,Yes,Youth,None,Cheap,0,0,Queenstown,25,15.5
Third,Male,No,Teen,None,Cheap,0,0,Southampton,18,7.75
Third,Male,No,Youth,None,Cheap,0,0,Southampton,22,7.8958
Third,Female,Yes,Teen,None,Cheap,0,0,Cherbourg,15,7.225
Third,Female,Yes,Baby,Few,Cheap,0,2,Cherbourg,1,15.7417
Third,Male,Yes,Youth,Few,Cheap,1,1,Cherbourg,20,15.7417
Third,Female,Yes,Youth,Few,Cheap,1,1,Cherbourg,19,15.7417
Third,Male,No,Adult,None,Cheap,0,0,Southampton,33,8.05
Third,Male,No,Youth,None,Cheap,0,0,Southampton,25,7.8958
Third,Male,No,Youth,None,Cheap,0,0,Cherbourg,27,7.2292
Third,Female,No,Youth,None,Cheap,0,0,Queenstown,27,7.75
Third,Male,No,Youth,None,Cheap,0,0,Southampton,24,7.8958
Third,Male,Yes,Teen,Few,Cheap,1,0,Cherbourg,12,11.2417
Third,Female,Yes,Teen,Few,Cheap,1,0,Cherbourg,14,11.2417
Third,Female,No,Youth,None,Cheap,0,0,Southampton,29,7.925
Third,Male,No,Youth,None,Cheap,0,0,Southampton,28,8.05
Third,Female,Yes,Teen,None,Cheap,0,0,Southampton,18,7.775
Third,Female,Yes,Youth,None,Cheap,0,0,Southampton,26,7.8542
Third,Male,No,Youth,None,Cheap,0,0,Southampton,21,7.8542
Third,Male,No,Adult,None,Cheap,0,0,Southampton,41,7.125
Third,Male,Yes,Adult,None,Cheap,0,0,Southampton,39,7.925
Third,Male,No,Youth,None,Cheap,0,0,Southampton,21,7.8
Third,Male,No,Youth,None,Cheap,0,0,Cherbourg,28.5,7.2292
Third,Female,Yes,Youth,None,Cheap,0,0,Southampton,22,7.75
Third,Male,No,Adult,None,Cheap,0,0,Southampton,61,6.2375
Third,Male,No,Youth,Few,Cheap,1,0,Queenstown,25,15.5
Third,Male,No,Youth,None,Cheap,0,0,Queenstown,23,7.8292
Third,Female,Yes,Youth,Few,Cheap,1,0,Queenstown,26,15.5
Third,Male,No,Youth,None,Cheap,0,0,Queenstown,25,7.7333
Third,Male,No,Youth,None,Cheap,0,0,Queenstown,24,7.75
Third,Male,No,Youth,None,Cheap,0,0,Queenstown,25,7.75
Third,Male,No,Youth,None,Cheap,0,0,Southampton,23,9.225
Third,Female,No,Youth,None,Cheap,0,0,Queenstown,25,7.75
Third,Female,Yes,Youth,None,Cheap,0,0,Queenstown,24,7.75
Third,Female,Yes,Youth,None,Cheap,0,0,Queenstown,26,7.8792
Third,Female,Yes,Youth,None,Cheap,0,0,Southampton,22,7.775
Third,Male,Yes,Youth,None,Cheap,0,0,Queenstown,25,7.75
Third,Female,Yes,Youth,None,Cheap,0,0,Queenstown,20,7.8292
Third,Male,Yes,Child,Few,Cheap,0,1,Southampton,9,3.1708
Third,Male,No,Youth,None,Cheap,0,0,Southampton,28,22.525
Third,Male,No,Adult,Few,Cheap,0,1,Southampton,42,8.4042
Third,Male,No,Youth,None,Cheap,0,0,Southampton,22,7.3125
Third,Female,No,Adult,None,Cheap,0,0,Southampton,31,7.8542
Third,Male,No,Youth,None,Cheap,0,0,Southampton,28,7.8542
Third,Male,Yes,Adult,None,Cheap,0,0,Southampton,32,7.775
Third,Male,No,Youth,None,Cheap,0,0,Southampton,20,9.225
Third,Female,No,Youth,None,Cheap,0,0,Southampton,23,8.6625
Third,Female,No,Youth,None,Cheap,0,0,Southampton,20,8.6625
Third,Male,No,Youth,None,Cheap,0,0,Southampton,20,8.6625
Third,Male,No,Teen,None,Cheap,0,0,Southampton,16,9.2167
Third,Female,Yes,Adult,None,Cheap,0,0,Southampton,31,8.6833
Third,Female,No,Youth,None,Cheap,0,0,Queenstown,26,7.6292
Third,Male,No,Child,Few,Cheap,3,1,Southampton,2,21.075
Third,Male,No,Child,Few,Cheap,3,1,Southampton,6,21.075
Third,Female,No,Child,Few,Cheap,3,1,Southampton,3,21.075
Third,Female,No,Child,Few,Cheap,3,1,Southampton,8,21.075
Third,Female,No,Youth,Few,Cheap,0,4,Southampton,29,21.075
Third,Male,No,Baby,Many,Cheap,4,1,Southampton,1,39.6875
Third,Male,No,Child,Many,Cheap,4,1,Southampton,7,39.6875
Third,Male,No,Child,Many,Cheap,4,1,Southampton,2,39.6875
Third,Male,No,Teen,Many,Cheap,4,1,Southampton,16,39.6875
Third,Male,No,Teen,Many,Cheap,4,1,Southampton,14,39.6875
Third,Female,No,Adult,Many,Cheap,0,5,Southampton,41,39.6875
Third,Male,No,Youth,None,Cheap,0,0,Southampton,21,8.6625
Third,Male,No,Youth,None,Cheap,0,0,Southampton,19,14.5
Third,Male,No,Youth,None,Cheap,0,0,Cherbourg,25,8.7125
Third,Male,No,Adult,None,Cheap,0,0,Southampton,32,7.8958
Third,Male,No,Baby,Few,Cheap,1,1,Southampton,0.75,13.775
Third,Female,No,Child,Few,Cheap,1,1,Southampton,3,13.775
Third,Female,No,Youth,Few,Cheap,0,2,Southampton,26,13.775
Third,Male,No,Youth,None,Cheap,0,0,Southampton,25,7
Third,Male,No,Youth,None,Cheap,0,0,Southampton,23,7.775
Third,Male,No,Youth,None,Cheap,0,0,Southampton,25,8.05
Third,Male,No,Youth,None,Cheap,0,0,Southampton,21,7.925
Third,Male,No,Youth,None,Cheap,0,0,Southampton,25,7.925
Third,Male,No,Youth,None,Cheap,0,0,Southampton,22,7.25
Third,Male,Yes,Youth,Few,Cheap,1,0,Southampton,25,7.775
Third,Male,Yes,Youth,Few,Cheap,1,1,Cherbourg,25,22.3583
Third,Female,Yes,Youth,Few,Cheap,1,1,Cherbourg,23,22.3583
Third,Female,Yes,Youth,Few,Cheap,0,2,Cherbourg,26,22.3583
Third,Female,No,Youth,None,Cheap,0,0,Queenstown,26,8.1375
Third,Male,No,Youth,None,Cheap,0,0,Southampton,24,8.05
Third,Female,No,Youth,None,Cheap,0,0,Southampton,28,7.8958
Third,Male,No,Youth,None,Cheap,0,0,Southampton,19,7.8958
Third,Male,No,Youth,None,Cheap,0,0,Southampton,25,7.8958
Third,Male,No,Youth,Few,Cheap,1,0,Southampton,25,7.775
Third,Female,No,Teen,None,Cheap,0,0,Southampton,18,7.775
Third,Male,Yes,Adult,None,Cheap,0,0,Southampton,32,8.05
Third,Male,No,Youth,None,Cheap,0,0,Southampton,24,7.8958
Third,Male,No,Teen,None,Cheap,0,0,Southampton,17,8.6625
Third,Male,No,Youth,None,Cheap,0,0,Southampton,24,8.6625
Third,Male,No,Adult,None,Cheap,0,0,Southampton,31,7.8958
Third,Female,No,Youth,None,Cheap,0,0,Southampton,24,8.1125
Third,Male,No,Youth,None,Cheap,0,0,Cherbourg,28,7.2292
Third,Male,No,Adult,None,Cheap,0,0,Southampton,30,7.25
Third,Male,No,Adult,None,Cheap,0,0,Southampton,38,7.8958
Third,Male,No,Youth,None,Cheap,0,0,Southampton,21,8.05
Third,Male,No,Child,Many,Cheap,4,1,Queenstown,10,29.125
Third,Male,No,Child,Many,Cheap,4,1,Queenstown,4,29.125
Third,Male,No,Child,Many,Cheap,4,1,Queenstown,7,29.125
Third,Male,No,Child,Many,Cheap,4,1,Queenstown,2,29.125
Third,Male,No,Child,Many,Cheap,4,1,Queenstown,8,29.125
Third,Female,No,Adult,Many,Cheap,0,5,Queenstown,39,29.125
Third,Female,No,Youth,None,Cheap,0,0,Southampton,22,39.6875
Third,Male,No,Adult,None,Cheap,0,0,Southampton,35,7.125
Third,Female,Yes,Youth,None,Cheap,0,0,Queenstown,22,7.7208
Third,Male,No,Adult,None,Cheap,0,0,Southampton,40,14.5
Third,Female,No,Adult,None,Cheap,0,0,Southampton,36,14.5
Third,Male,No,Adult,Few,Cheap,1,0,Southampton,50,14.5
Third,Female,No,Adult,Few,Cheap,1,0,Southampton,47,14.5
Third,Male,No,Youth,None,Cheap,0,0,Southampton,23,8.05
Third,Male,No,Youth,None,Cheap,0,0,Southampton,25,7.775
Third,Female,No,Child,Few,Cheap,1,1,Southampton,2,20.2125
Third,Male,No,Teen,Few,Cheap,1,1,Southampton,18,20.2125
Third,Female,No,Adult,Few,Cheap,0,2,Southampton,41,20.2125
Third,Female,Yes,Youth,None,Cheap,0,0,Southampton,24,8.05
Third,Male,No,Adult,None,Cheap,0,0,Southampton,50,8.05
Third,Male,No,Teen,None,Cheap,0,0,Southampton,16,8.05
Third,Male,Yes,Youth,None,Cheap,0,0,Queenstown,24,7.75
Third,Male,No,Youth,None,Cheap,0,0,Queenstown,25,24.15
Third,Male,No,Adult,None,Cheap,0,0,Cherbourg,33,7.2292
Third,Male,No,Youth,None,Cheap,0,0,Cherbourg,25,7.225
Third,Male,No,Youth,None,Cheap,0,0,Cherbourg,28,7.225
Third,Male,No,Youth,None,Cheap,0,0,Queenstown,22,7.7292
Third,Male,No,Youth,None,Cheap,0,0,Southampton,25,7.575
Third,Male,No,Adult,None,Cheap,0,0,Southampton,38.5,7.25
Third,Male,No,Teen,Many,Cheap,8,2,Southampton,14.5,69.55
Third,Male,No,Teen,Many,Cheap,8,2,Southampton,14.5,69.55
Third,Female,No,Teen,Many,Cheap,8,2,Southampton,14.5,69.55
Third,Female,No,Teen,Many,Cheap,8,2,Southampton,14.5,69.55
Third,Female,No,Teen,Many,Cheap,8,2,Southampton,14.5,69.55
Third,Female,No,Teen,Many,Cheap,8,2,Southampton,14.5,69.55
Third,Male,No,Teen,Many,Cheap,8,2,Southampton,14.5,69.55
Third,Male,No,Teen,Many,Cheap,8,2,Southampton,14.5,69.55
Third,Male,No,Teen,Many,Cheap,8,2,Southampton,14.5,69.55
Third,Male,No,Teen,Many,Cheap,1,9,Southampton,14.5,69.55
Third,Female,No,Teen,Many,Cheap,1,9,Southampton,14.5,69.55
Third,Male,No,Youth,None,Cheap,0,0,Southampton,24,9.325
Third,Female,Yes,Youth,None,Cheap,0,0,Southampton,21,7.65
Third,Male,No,Adult,None,Cheap,0,0,Southampton,39,7.925
Third,Male,No,Youth,Few,Cheap,2,0,Cherbourg,22,21.6792
Third,Male,No,Youth,Few,Cheap,2,0,Cherbourg,23,21.6792
Third,Male,No,Youth,Few,Cheap,2,0,Cherbourg,26,21.6792
Third,Female,Yes,Baby,Few,Cheap,1,1,Southampton,1,16.7
Third,Female,Yes,Youth,Few,Cheap,0,2,Southampton,24,16.7
Third,Female,Yes,Child,Few,Cheap,1,1,Southampton,4,16.7
Third,Male,Yes,Youth,None,Cheap,0,0,Southampton,25,9.5
Third,Male,No,Youth,None,Cheap,0,0,Southampton,20,8.05
Third,Male,No,Youth,None,Cheap,0,0,Southampton,24.5,8.05
Third,Male,No,Youth,None,Cheap,0,0,Queenstown,25,7.725
Third,Male,No,Youth,None,Cheap,0,0,Southampton,23,7.8958
Third,Male,No,Youth,None,Cheap,0,0,Queenstown,25,7.75
Third,Male,Yes,Youth,None,Cheap,0,0,Southampton,29,9.5
Third,Male,No,Youth,None,Cheap,0,0,Southampton,25,15.1
Third,Female,Yes,Youth,None,Cheap,0,0,Queenstown,25,7.7792
Third,Male,No,Youth,None,Cheap,0,0,Southampton,26,8.05
Third,Male,No,Youth,None,Cheap,0,0,Southampton,27,8.05
Third,Male,No,Youth,None,Cheap,0,0,Cherbourg,22,7.2292
Third,Male,No,Youth,None,Cheap,0,0,Southampton,24,8.05
Third,Male,No,Adult,None,Cheap,0,0,Southampton,40,7.8958
Third,Male,No,Youth,None,Cheap,0,0,Southampton,21,7.925
Third,Female,Yes,Teen,None,Cheap,0,0,Southampton,18,7.4958
Third,Male,No,Child,Many,Cheap,3,2,Southampton,4,27.9
Third,Male,No,Child,Many,Cheap,3,2,Southampton,10,27.9
Third,Female,No,Child,Many,Cheap,3,2,Southampton,9,27.9
Third,Female,No,Child,Many,Cheap,3,2,Southampton,2,27.9
Third,Male,No,Adult,Many,Cheap,1,4,Southampton,40,27.9
Third,Female,No,Adult,Many,Cheap,1,4,Southampton,45,27.9
Third,Male,No,Youth,None,Cheap,0,0,Southampton,25,7.8958
Third,Male,No,Youth,None,Cheap,0,0,Southampton,25,8.05
Third,Male,No,Youth,None,Cheap,0,0,Southampton,22,8.6625
Third,Male,No,Youth,None,Cheap,0,0,Queenstown,29,7.75
Third,Female,Yes,Youth,None,Cheap,0,0,Queenstown,22,7.7333
Third,Male,No,Youth,None,Cheap,0,0,Southampton,19,7.65
Third,Male,No,Adult,None,Cheap,0,0,Southampton,30,8.05
Third,Male,No,Youth,None,Cheap,0,0,Southampton,25,8.05
Third,Male,No,Adult,None,Cheap,0,0,Southampton,32,8.05
Third,Male,No,Youth,None,Cheap,0,0,Southampton,25,7.8958
Third,Male,No,Adult,None,Cheap,0,0,Cherbourg,33,8.6625
Third,Female,Yes,Youth,None,Cheap,0,0,Southampton,23,7.55
Third,Male,No,Youth,None,Cheap,0,0,Southampton,21,8.05
Third,Male,No,Adult,None,Cheap,0,0,Southampton,60.5,7.725
Third,Male,No,Youth,None,Cheap,0,0,Southampton,19,7.8958
Third,Female,No,Youth,None,Cheap,0,0,Southampton,22,9.8375
Third,Male,Yes,Adult,None,Cheap,0,0,Southampton,31,7.925
Third,Male,No,Youth,None,Cheap,0,0,Southampton,27,8.6625
Third,Female,No,Child,Few,Cheap,0,1,Southampton,2,10.4625
Third,Female,No,Youth,Few,Cheap,1,1,Southampton,29,10.4625
Third,Male,Yes,Teen,None,Cheap,0,0,Southampton,16,8.05
Third,Male,Yes,Adult,None,Cheap,0,0,Southampton,44,7.925
Third,Male,No,Youth,None,Cheap,0,0,Southampton,25,7.05
Third,Male,No,Senior,None,Cheap,0,0,Southampton,74,7.775
Third,Male,Yes,Teen,None,Cheap,0,0,Southampton,14,9.225
Third,Male,No,Youth,None,Cheap,0,0,Southampton,24,7.7958
Third,Male,Yes,Youth,None,Cheap,0,0,Southampton,25,7.7958
Third,Male,No,Adult,None,Cheap,0,0,Southampton,34,8.05
Third,Male,Yes,Baby,Few,Cheap,0,1,Cherbourg,0.4167,8.5167
Third,Male,No,Youth,Few,Cheap,1,0,Cherbourg,25,6.4375
Third,Male,No,Youth,None,Cheap,0,0,Cherbourg,22,6.4375
Third,Male,No,Adult,None,Cheap,0,0,Cherbourg,30,7.225
Third,Female,Yes,Teen,Few,Cheap,1,1,Cherbourg,16,8.5167
Third,Male,No,Youth,None,Cheap,0,0,Southampton,25,8.05
Third,Male,No,Adult,Few,Cheap,1,0,Southampton,35,16.1
Third,Female,Yes,Youth,Few,Cheap,1,0,Southampton,28,16.1
Third,Male,No,Adult,None,Cheap,0,0,Southampton,32,7.925
Third,Male,No,Youth,None,Cheap,0,0,Queenstown,28,7.75
Third,Male,No,Youth,None,Cheap,0,0,Southampton,25,7.8958
Third,Male,No,Adult,None,Cheap,0,0,Southampton,30.5,8.05
Third,Male,No,Adult,None,Cheap,0,0,Southampton,44,8.05
Third,Male,No,Youth,None,Cheap,0,0,Cherbourg,29,7.2292
Third,Male,Yes,Youth,None,Cheap,0,0,Southampton,25,0
Third,Male,No,Youth,None,Cheap,0,0,Cherbourg,28,7.2292
Third,Male,Yes,Child,Few,Cheap,1,1,Cherbourg,7,15.2458
Third,Female,Yes,Child,Few,Cheap,1,1,Cherbourg,9,15.2458
Third,Female,Yes,Youth,Few,Cheap,0,2,Cherbourg,29,15.2458
Third,Male,No,Adult,None,Cheap,0,0,Southampton,36,7.8958
Third,Female,Yes,Teen,None,Cheap,0,0,Southampton,18,9.8417
Third,Female,Yes,Adult,None,Cheap,0,0,Southampton,63,9.5875
Third,Male,No,Youth,Few,Cheap,1,1,Southampton,19,14.5
Third,Male,No,Child,Few,Cheap,1,1,Southampton,11.5,14.5
Third,Male,No,Adult,Few,Cheap,0,2,Southampton,40.5,14.5
Third,Female,No,Child,Few,Cheap,0,2,Southampton,10,24.15
Third,Male,No,Adult,Few,Cheap,1,1,Southampton,36,24.15
Third,Female,No,Adult,Few,Cheap,1,1,Southampton,30,24.15
Third,Male,No,Youth,None,Cheap,0,0,Southampton,25,9.5
Third,Male,No,Adult,None,Cheap,0,0,Southampton,33,9.5
Third,Male,No,Youth,None,Cheap,0,0,Southampton,28,9.5
Third,Male,No,Youth,None,Cheap,0,0,Southampton,28,9.5
Third,Male,No,Adult,None,Cheap,0,0,Southampton,47,9
Third,Female,No,Teen,Few,Cheap,2,0,Southampton,18,18
Third,Male,No,Adult,Few,Cheap,3,0,Southampton,31,18
Third,Male,No,Teen,Few,Cheap,2,0,Southampton,16,18
Third,Female,No,Adult,Few,Cheap,1,0,Southampton,31,18
Third,Male,Yes,Youth,None,Cheap,0,0,Cherbourg,22,7.225
Third,Male,No,Youth,None,Cheap,0,0,Southampton,20,7.8542
Third,Female,No,Teen,None,Cheap,0,0,Southampton,14,7.8542
Third,Male,No,Youth,None,Cheap,0,0,Southampton,22,7.8958
Third,Male,No,Youth,None,Cheap,0,0,Southampton,22,9
Third,Male,No,Youth,None,Cheap,0,0,Southampton,24,8.05
Third,Male,No,Youth,None,Cheap,0,0,Southampton,28,7.55
Third,Male,No,Youth,None,Cheap,0,0,Southampton,25,8.05
Third,Male,No,Adult,None,Cheap,0,0,Southampton,32.5,9.5
Third,Female,Yes,Adult,None,Cheap,0,0,Cherbourg,38,7.2292
Third,Male,No,Adult,None,Cheap,0,0,Southampton,51,7.75
Third,Male,No,Teen,Few,Cheap,1,0,Southampton,18,6.4958
Third,Male,No,Youth,Few,Cheap,1,0,Southampton,21,6.4958
Third,Female,Yes,Adult,Few,Cheap,1,0,Southampton,47,7
Third,Male,No,Youth,None,Cheap,0,0,Southampton,25,8.7125
Third,Male,No,Youth,None,Cheap,0,0,Southampton,29,7.55
Third,Male,No,Youth,None,Cheap,0,0,Southampton,25,8.05
Third,Male,No,Youth,None,Cheap,0,0,Southampton,28.5,16.1
Third,Male,No,Youth,None,Cheap,0,0,Southampton,21,7.25
Third,Male,No,Youth,None,Cheap,0,0,Southampton,27,8.6625
Third,Male,No,Youth,None,Cheap,0,0,Southampton,25,7.25
Third,Male,No,Adult,None,Cheap,0,0,Southampton,36,9.5
Third,Male,No,Youth,Few,Cheap,1,0,Cherbourg,27,14.4542
Third,Female,Yes,Teen,Few,Cheap,1,0,Cherbourg,15,14.4542
Third,Male,No,Adult,None,Cheap,0,0,Cherbourg,45.5,7.225
Third,Male,No,Adult,None,Cheap,0,0,Cherbourg,34,7.225
Third,Male,No,Adult,None,Cheap,0,0,Cherbourg,45.5,14.4583
Third,Female,No,Teen,Few,Cheap,1,0,Cherbourg,14.5,14.4542
Third,Female,No,Teen,Few,Cheap,1,0,Cherbourg,14,14.4542
Third,Male,No,Youth,None,Cheap,0,0,Cherbourg,26.5,7.225
Third,Male,No,Youth,None,Cheap,0,0,Cherbourg,27,7.225
Third,Male,No,Youth,None,Cheap,0,0,Southampton,29,7.875
